OrderID,CustomerID,order_date,Item1ID,Item1Qty,Item1Price,Item2ID,Item2Qty,Item2Price,Item3ID,Item3Qty,Item3Price,Total_Price
762695,57546,5/13/21,73916286,10,30.78,48849390,8,91.71,25324644,9,61.06,1591.02
156110,40875,3/28/01,97729982,6,50.01,77809865,8,99.8,44664039,2,36.18,1170.82
767571,83619,5/13/05,66412038,10,89.64,59553103,4,29.17,23646806,1,33.61,1046.69
433031,36484,8/18/18,20463101,9,59.48,83435745,1,46.15,15452590,10,21.59,797.37
917397,40361,6/15/15,49596385,3,83.07,95117727,3,87.14,44615241,2,67.64,645.91
550230,86732,8/1/16,65543783,8,8.28,88567670,6,31.02,27111745,7,94.53,914.07
807849,88287,1/15/11,97487215,9,64.81,52406296,3,83.33,34844869,10,14.21,975.38
793665,26438,1/4/05,11928042,1,91.24,78216633,2,64.41,90917037,9,26.24,456.22
805282,81662,1/12/05,64976645,2,12.52,23775379,2,59.92,44257910,4,39.67,303.56
285627,39968,3/17/21,49779871,1,53.39,87654285,5,27.96,22132605,7,82.53,770.9
460837,58022,8/7/04,35096127,10,19.18,14095528,1,43.54,88811356,10,25.34,488.74
203893,59612,12/11/07,96862559,8,50.38,29087171,7,34.9,71626186,5,89.7,1095.84
437857,52819,6/18/09,26899878,4,57.77,71294232,6,21,90336686,10,11.99,476.98
631847,16470,1/24/04,28764440,10,80.78,,,,,,,807.8
644650,41749,7/8/13,39168182,6,14.13,71915954,3,88.28,98847615,1,22.4,372.02
109246,87833,3/11/14,24853017,7,48.5,58350152,1,19.17,28645221,10,67.74,1036.07
581789,85508,4/15/20,32235564,7,35.12,63772629,9,28.89,31822905,3,18.74,562.07
138961,71878,5/22/04,76310607,6,7.94,20858740,9,22.01,,,,245.73
949342,96480,10/2/19,22141996,3,81.95,25005958,3,87.79,81805169,5,52.87,773.57
650770,98341,10/26/07,17967103,9,31.2,27429689,3,13.06,60581023,5,9.47,367.33
318867,30606,9/24/06,59159018,1,18.12,23831675,6,39.88,99355591,7,74.55,779.25
374376,71794,11/9/21,80948654,4,81.97,16954730,5,66.52,33124457,3,15.34,706.5
870214,20488,1/1/04,41955043,7,71.02,88427615,8,5.67,,,,542.5
556222,66997,6/1/02,92570284,5,73.95,22769825,1,59.41,80127051,5,74.96,803.96
435264,26060,8/27/18,60765804,1,16.45,98909453,2,52.2,15752935,1,52.02,172.87
462254,33710,1/27/06,97394086,5,6.91,45043530,5,22.75,10995960,7,79.81,706.97
693818,69158,8/31/05,63635404,1,20.66,40249103,1,49.97,92344234,5,12.06,130.93
596383,73464,9/15/13,18923141,5,67.24,23761113,8,36.16,,,,625.48
192168,40309,8/12/17,81115646,7,72.81,64510293,10,16.05,88506901,10,26.49,935.07
674356,12397,12/14/07,46432208,7,82.03,30612860,4,86.49,39966022,2,7.46,935.09
163472,86098,9/10/00,99380335,9,57.02,22941483,9,89.66,95514355,8,49.17,1713.48
466754,12922,7/2/01,38283769,5,73.72,23832745,2,93,35726243,6,61.61,924.26
478522,75489,7/30/01,79499723,8,76.15,,,,,,,609.2
142637,48879,5/31/16,34711471,9,7.27,12453980,1,47.59,72226275,1,32.31,145.33
360473,42540,4/2/13,92159444,8,18.05,58447364,2,72.57,76048830,1,10.23,299.77
844346,70094,11/18/12,29593025,3,76.74,81294036,9,67.4,25686744,6,45.52,1109.94
573679,17488,3/29/18,19622945,10,30.07,36604149,5,88.99,,,,745.65
745103,71878,10/23/03,76942971,9,46.31,48552740,9,82.61,62727381,6,99.99,1760.22
119610,10799,5/3/17,39575913,3,64.36,41794734,9,93.6,29006851,5,11.34,1092.18
308977,27970,11/8/04,59084449,8,10.67,29959609,1,25.82,81153525,4,44.72,290.06
502260,96226,9/17/07,74023979,4,59.43,71662018,7,79.2,54458793,1,83.86,875.98
398218,63318,1/1/07,98524899,8,37.95,18371198,3,9.27,12241968,7,68.79,812.94
125996,38168,4/8/05,82989178,10,89.52,,,,,,,895.2
392866,50909,6/2/08,49404366,3,26.41,89324867,9,21.29,82053169,8,44.56,627.32
712418,81571,4/22/18,37355167,2,86.05,42139270,5,7.98,73441188,5,38.46,404.3
879174,67834,9/30/02,60979631,1,94.88,56253375,9,84.02,63810771,1,36.54,887.6
413797,14367,2/22/00,62727879,5,5.27,84444755,1,46.27,11442962,10,96.46,1037.22
508287,63019,4/14/08,75926897,9,42,21551017,9,37.56,,,,716.04
318971,50634,11/6/04,78445753,8,22.27,60968101,3,70.34,99334954,8,41.84,723.9
700173,48449,3/3/16,46098568,2,72.04,11522269,3,28.34,17393637,9,53.76,712.94
582585,48215,2/12/18,93489653,6,58.79,42420608,5,97.27,82827620,4,20.61,921.53
308188,40854,12/14/07,86763415,7,71.27,69078720,6,11.81,50626753,8,83.08,1234.39
943609,75489,5/18/15,35911278,10,66.68,21244639,1,32.33,,,,699.13
911239,18848,7/4/12,72335599,8,76.12,10474724,1,96.01,59965910,4,21.06,789.21
958607,42540,3/18/12,13875604,9,14.46,25049286,9,6.93,66708587,9,28.92,452.79
768813,16458,1/26/08,54148945,4,72.51,43404641,9,51.85,68373206,2,67.56,891.81
245618,76065,6/18/00,78040800,3,17.33,66790481,5,79.57,58580059,8,48.47,837.6
632501,95451,4/14/13,70968590,10,91.73,48119566,4,38.73,50953685,7,76.57,1608.21
895490,80328,8/9/14,81799771,6,10.24,11081759,4,94.8,36410032,9,52.44,912.6
639200,78309,6/29/01,57863504,3,16.79,28044480,5,70.05,26073820,3,13.64,441.54
141236,68113,7/17/04,47798722,6,9.34,,,,,,,56.04
685782,14816,1/28/11,27720983,1,97.96,86135609,10,22.23,53070038,1,43.42,363.68
983582,93377,3/7/21,15266117,3,71.89,21490404,10,41.48,88610615,4,76.45,936.27
741001,63019,3/11/16,10427049,9,72.47,44093581,1,91.73,77294757,10,52.23,1266.26
573428,40309,1/18/07,47551936,7,5.2,79126862,8,82.3,75076475,9,87.34,1480.86
759663,24454,6/6/12,61208877,5,6.33,49010175,10,85.04,22666824,9,41.86,1258.79
608066,26184,5/31/21,16904854,10,72.66,76785920,7,83.71,69915940,8,49.45,1708.17
216179,53130,3/10/08,60584254,2,14.59,68828418,2,83.17,65713358,4,51.27,400.6
353745,21000,2/27/13,60189599,2,63.55,,,,,,,127.1
905466,60840,11/8/14,65413967,7,58.29,74467737,7,53.89,24351666,9,51.91,1252.45
272400,36276,12/17/00,65811576,6,96.57,62592414,3,66.3,16129225,3,56.3,947.22
385999,18576,10/9/12,12255420,10,11.35,27340043,3,8.45,30508793,1,50.96,189.81
358380,13462,1/25/15,78116486,2,38.45,88094424,5,67.63,44310120,2,92.67,600.39
701653,29515,3/1/00,46054086,8,29.96,55029524,9,31.72,65053033,3,6.12,543.52
433937,72149,4/12/19,90442384,8,76.7,30742141,3,24.29,20719913,5,68.94,1031.17
262352,50983,6/20/20,85312203,6,77.92,92744945,8,10.7,48074195,2,45.97,645.06
275722,34425,4/18/19,95274126,4,87.91,94886227,7,31.18,,,,569.9
367483,42117,1/18/09,78052448,1,38.65,66839526,1,86.27,32754939,8,96.2,894.52
550889,36402,1/19/17,78917660,7,20,73928198,6,9.44,66149740,7,41.95,490.29
406706,98109,10/7/06,28522326,7,21.81,77081328,6,36.7,87777961,8,68.54,921.19
546423,85520,11/25/12,49112542,5,85.45,61375136,7,24.45,80569648,9,71.1,1238.3
123644,52624,9/25/18,87272617,10,39.02,39250770,9,11.79,47652570,2,23.87,544.05
168788,68113,11/21/03,46546701,10,17.56,34941820,6,65.57,,,,569.02
126634,27205,3/22/07,57720741,8,47.86,37595498,10,16.46,68826876,3,97.85,841.03
947223,75485,9/18/01,60194919,1,22.17,62855298,6,74.05,20727840,9,46.16,881.91
231866,86688,6/21/17,10053371,6,20.84,93853590,3,53.08,53079188,10,85.49,1139.18
328620,35146,1/11/17,16685317,4,8.86,47905705,2,58.06,32028854,9,7.76,221.4
458066,35228,10/29/14,17306519,10,26.43,68234283,6,25.46,84597267,7,19.46,553.28
595083,72402,1/1/17,42637350,2,60.63,65929658,4,97.88,26160610,10,51.68,1029.58
941275,12107,9/3/02,73002377,6,81.73,43693552,5,93.89,78765182,5,55.03,1234.98
280208,86725,3/5/16,68916330,4,25.1,68302513,5,52.87,46230705,1,9,373.75
210728,23743,12/6/14,94459988,2,24.43,35987974,10,98.93,90671227,10,72.87,1766.86
877313,68344,3/1/04,23750719,4,91.67,16342664,2,6.4,47036409,10,58.83,967.78
249814,80887,5/14/09,23140592,7,77.59,22387889,9,63.3,25774046,4,12.89,1164.39
317881,27792,10/21/08,23438630,8,76.03,74509739,2,23.02,42416478,9,36.28,980.8
178439,60334,12/26/18,90453094,9,30.19,65683255,4,30.09,88769705,7,11.4,471.87
441438,40848,12/26/05,74248420,1,49.25,34586577,8,59.09,42750326,2,55.44,632.85
300690,66417,12/3/01,85053377,9,94.95,20755439,3,14.23,94785355,9,70.52,1531.92
389830,27918,3/1/05,86933448,7,97.35,17659305,3,66.89,86315410,4,35.17,1022.8
221588,80989,3/27/05,95673076,9,73.66,12504790,8,63.74,67137182,9,15.56,1312.9
880341,86688,3/22/16,50838426,8,83.8,83984202,3,56.56,63588816,7,66.72,1307.12
455201,48048,11/28/17,78811541,8,70.99,48210224,9,14.37,49738789,4,85.85,1040.65
258853,11808,1/13/01,82995079,10,55.12,63951047,9,18.58,74846997,4,85.64,1060.98
847469,76826,12/8/14,68561519,8,11.58,67234662,8,39.08,46744746,9,25.59,635.59
351176,83341,7/15/04,62031430,4,81.18,84032779,3,51.54,52774243,10,87.91,1358.44
994122,65051,1/28/21,14131511,7,31.72,71982246,8,28.05,97457472,3,94.94,731.26
830149,32952,2/10/18,88888872,1,99.86,74707255,8,46.1,11562835,8,70.69,1034.18
711832,16758,11/23/06,36407900,8,72.91,63277293,1,99.34,16743456,5,92.98,1147.52
932899,99975,2/23/10,93286478,1,19.79,12304605,4,52.36,24695953,7,24.29,399.26
944213,33837,1/23/01,44231293,4,52.29,24098005,4,39.37,48735826,2,81.76,530.16
335799,48215,5/19/05,69504272,7,96.85,98829620,1,46.75,19870587,5,29.45,871.95
731875,35800,10/5/07,15536600,7,63.15,84708263,4,9.22,51750788,6,56.71,819.19
190327,89549,12/3/03,11491337,5,88.69,50530524,1,32.16,43958016,3,95.2,761.21
535068,98538,5/20/01,25327368,3,47.92,75714737,6,25.2,90267807,1,38.44,333.4
170835,33924,9/29/07,80770980,5,93.26,87162596,6,44.8,89128734,5,54.98,1010
585239,81008,6/9/18,94675183,3,18.07,73672793,5,87.66,18644777,7,37.22,753.05
106681,31150,1/23/02,28038556,1,22.2,99707672,7,41.85,65225428,3,71.93,530.94
218885,31212,6/16/20,88567459,4,100,18194738,8,91.15,91322658,4,93.06,1501.44
347653,83619,9/19/06,32392848,5,21.93,70767317,7,5.8,25826967,9,60.58,695.47
191779,16226,10/14/18,95508751,8,72.84,48618715,2,7.11,20742515,4,56.49,822.9
288863,27970,9/18/13,14368112,1,91.93,52739302,1,99.31,63367954,5,94.52,663.84
733192,70782,8/6/19,62676937,7,47.05,13160186,2,24.26,49496766,7,90.31,1010.04
434374,56458,11/10/15,88599213,6,56.41,37143053,2,41.57,72148015,5,82.18,832.5
704554,75223,7/22/16,95419984,5,14.96,,,,,,,74.8
194779,33924,2/8/14,44883691,8,7.36,62596601,5,73.93,51205695,7,33.95,666.18
793510,98109,9/1/11,60349626,3,91.52,36991113,8,8.66,22573378,6,62.38,718.12
623234,61567,5/26/12,20387308,8,16.7,14023587,2,80.61,10861328,2,22.19,339.2
804741,33563,2/16/21,73642391,7,65.97,53037495,3,63.16,36767754,10,19.37,844.97
966862,74260,6/6/08,82991940,1,52.6,69818433,1,14.21,60569401,9,12.29,177.42
636718,94165,8/1/00,46352562,5,39.75,78873010,3,15.41,28746613,4,21.07,329.26
396591,69115,12/3/12,87349943,3,6.7,,,,,,,20.1
209715,77464,9/14/19,12002876,4,90.8,13617763,8,98.43,75949507,2,97.81,1346.26
117625,60334,10/26/15,27052025,7,71.73,40675015,1,66.38,97088826,2,75.25,718.99
122052,99372,4/1/02,55263900,5,82.14,41241597,3,53.9,58362954,5,80.79,976.35
620548,66088,12/5/04,29548156,9,80.12,84749587,6,25.6,43175468,6,86.73,1395.06
625192,61063,5/9/11,24562522,4,70.44,76470598,2,6.7,43933437,9,28.84,554.72
182391,35228,1/15/10,65316332,2,41.6,35021900,9,80.02,,,,803.38
776711,69663,8/25/18,68543417,4,72.59,94080129,3,50.98,37947738,8,93.61,1192.18
989562,15442,12/25/06,89621266,8,62.11,23987686,2,44.36,45565566,3,64.84,780.12
443811,21286,7/14/15,18643316,10,42.94,53208849,3,47.77,24442385,2,48.28,669.27
222060,82457,5/19/04,76724848,6,96.37,39578911,8,63.18,25985528,5,13.17,1149.51
127910,14785,6/1/12,56747518,10,57.21,90126379,3,79,96909964,1,50.03,859.13
598180,79543,7/13/15,82078715,2,72.81,78434306,10,58.06,20637436,9,85.15,1492.57
411196,57516,5/22/18,99093605,7,70.32,76176712,4,77.41,48441925,7,35.75,1052.13
826670,21000,5/20/15,17329132,9,61.83,,,,,,,556.47
705086,18495,2/9/09,28928642,7,5.78,35992434,6,32.16,15772043,10,79.94,1032.82
414408,82628,2/11/20,98974882,7,23.16,99674014,10,59.84,90399477,4,19.98,840.44
994500,46223,6/25/04,18844789,1,29.3,32065273,10,17.65,80874147,5,7.22,241.9
397662,18365,6/5/13,25939754,7,84.92,87240586,5,37.46,89590656,9,35.95,1105.29
614472,59173,8/7/16,59606580,3,33.38,97265908,8,67.57,,,,640.7
903771,81552,5/6/15,15413678,7,81.22,89399180,2,41.99,80463935,4,30.21,773.36
938931,86328,1/26/18,28899357,8,56.77,78446545,2,61.32,58217069,6,66.26,974.36
213778,12349,7/4/17,60475279,6,53.45,90966388,8,63.09,52460327,9,93,1662.42
550372,45911,12/8/02,13325823,7,72.59,11713964,2,62.15,91859791,4,41.09,796.79
159814,18576,1/26/19,45041741,8,78.3,20562336,4,96.78,26674498,8,24.45,1209.12
699543,85758,10/3/05,44132807,4,74.43,,,,,,,297.72
124903,64893,5/26/21,70208210,2,41.96,30570306,10,9.81,41938540,4,9.35,219.42
247489,27800,11/4/04,59656496,7,34.34,90855244,5,42.67,76428739,8,86.84,1148.45
384061,85002,7/24/11,11169236,6,77.7,31559555,9,27.61,80661749,4,56.53,940.81
699804,66358,1/25/15,79830078,9,83.75,88956915,5,66.69,79333134,7,40.19,1368.53
417385,74444,9/2/01,66457047,3,27.29,34443425,7,39.93,37368195,2,72.45,506.28
793855,91269,6/7/06,46786855,3,32.17,82415164,1,53.1,33109888,9,71.45,792.66
564339,67142,9/20/03,24251573,2,68.13,12540955,2,46.52,,,,229.3
778478,96358,10/11/11,84645007,1,49.53,25370219,10,7.22,99627053,5,58.54,414.43
954513,82231,5/12/16,59296629,5,34.74,36901170,9,45.58,12445985,10,99.86,1582.52
559705,70144,9/20/01,15518940,2,76.52,86924938,4,88.39,30284692,1,65.08,571.68
456313,98548,8/6/10,94582273,8,6.65,67070213,10,27.47,33452354,4,28.2,440.7
920226,67142,10/20/15,56877143,4,15.69,84793864,3,68.56,34366393,1,90.64,359.08
824376,12922,11/17/09,55422372,8,70.52,,,,,,,564.16
343167,19683,9/2/19,92988861,4,30.29,22356294,4,86.71,56939020,9,32.01,756.09
524706,39028,7/17/17,47745568,9,68.86,27402139,9,41.36,72987164,2,13.2,1018.38
774159,75764,3/21/19,49125353,8,74.55,91307543,6,47.59,56452124,5,27.02,1017.04
902918,83619,10/16/07,53205199,3,88.14,22311694,6,58.09,98679686,1,77.72,690.68
127124,54965,10/9/20,80882081,6,98.21,99892065,9,28.07,85345028,2,76.63,995.15
825175,80328,1/26/15,59423978,5,82.12,34601759,2,81.94,,,,574.48
168714,96193,3/24/18,34737403,2,50.77,64637150,7,63.3,14889568,6,57.29,888.38
355393,82662,1/24/10,77141267,8,83.65,79651120,1,46.7,33920566,10,88.21,1598
793696,76801,8/28/11,10621350,7,45.43,11306492,5,51.16,72069075,4,62.8,825.01
243478,68995,10/27/08,28019170,1,27.3,17718861,8,96.78,83316487,6,82.83,1298.52
801395,63293,9/13/12,45512223,4,73.99,50848503,2,81.98,22867085,9,72.37,1111.25
856690,54325,9/10/15,43652270,4,68.97,14521703,7,70.98,12924690,9,93.8,1616.94
191060,72596,12/4/07,94582389,5,28.98,15982818,6,94.93,77141051,8,36.27,1004.64
310425,86245,10/5/00,40463810,2,38.93,90751032,7,71.92,,,,581.3
989633,70607,9/29/05,23822363,9,66.98,48321149,4,21.15,52227115,5,82.97,1102.27
125970,98548,9/4/16,10380330,8,33.03,97684519,10,97.53,63670345,2,37.82,1315.18
777955,36441,4/10/06,31376279,1,63.92,49585416,6,61.51,79434314,1,89.87,522.85
128679,76826,6/15/04,55507896,7,59.63,52002948,4,83.27,26009012,1,25.56,776.05
658933,88740,3/24/03,62808522,4,24.65,49155493,10,85.79,42795081,3,58.92,1133.26
242517,86688,10/28/11,10049234,8,11.39,90688283,10,76.48,25091714,4,54.22,1072.8
788343,12922,1/22/20,97395205,1,8.22,75428242,1,70.31,72379719,2,60.76,200.05
169742,12107,4/3/07,90974868,5,31.83,96460743,5,28.41,86334406,1,72.76,373.96
395147,53539,10/23/03,33337188,10,87.65,28299088,8,60.88,64743293,9,75.92,2046.82
679358,80946,4/5/17,67750913,5,69.74,40417542,5,29.02,85645679,10,54.9,1042.8
994771,81183,10/31/15,47448421,10,82.47,,,,,,,824.7
227458,21732,1/12/02,67507508,1,85.96,35479121,4,68.8,63852921,2,32.78,426.72
741968,64899,5/30/09,97012340,1,29.31,69017012,10,97.57,65948445,5,36.29,1186.46
132815,70633,7/11/10,96961546,5,7.24,50378914,5,88.93,14931558,5,52.23,742
423319,21368,12/24/14,13514210,10,83.21,13807541,8,49.21,84453428,9,59.74,1763.44
797055,70782,11/15/08,53621984,10,9.61,61532795,10,44.92,47053072,9,80.52,1269.98
181172,56458,10/28/19,86146621,5,7.53,50356111,7,84.99,63024244,9,87.59,1420.89
671811,24454,9/18/21,69344930,9,9.7,99703520,1,96.06,11334947,5,85.47,610.71
795029,98663,5/20/02,61637172,7,22.56,41209618,7,50.27,,,,509.81
647323,85758,4/19/18,54794332,3,23.89,52401053,9,61.35,51959265,10,68.99,1313.72
562327,85073,9/28/02,36476156,1,79.44,77185904,10,19.75,74070595,5,57.48,564.34
537945,46223,5/11/15,29057272,7,43.99,89648320,1,20.22,57680891,5,68.16,668.95
990223,13935,1/6/11,80436505,3,34.66,48526954,5,79.79,87465193,10,70.17,1204.63
349083,63821,8/26/04,43687429,7,31.95,55830593,2,63.6,,,,350.85
966256,86725,10/3/11,93195077,1,69.43,45457501,5,5.86,36894853,6,12.13,171.51
777048,25736,6/18/02,72665247,4,15.73,24427874,6,63.92,69784150,3,8.23,471.13
698515,23743,3/26/07,25668703,5,15.93,49407453,5,26.11,66970773,8,59.45,685.8
868865,29209,9/7/12,70981447,7,46.13,39578192,6,83.29,29502272,1,13.14,835.79
984380,91751,11/5/01,13528245,4,66.59,68774701,1,47.49,18070649,2,74.94,463.73
873366,72732,4/23/01,47688194,3,50.6,32930460,10,21.9,95275735,6,32.99,568.74
901164,38168,7/30/21,15536612,3,40.14,35398289,6,56.04,84219569,7,19.19,590.99
506534,42361,2/20/05,59634385,1,97.66,92101168,4,74.95,46447633,7,70.78,892.92
954478,66417,7/20/10,48034987,9,5.05,27477596,5,47.03,56693768,7,57.88,685.76
388003,88903,5/9/16,47413987,5,55.75,14549116,9,59.7,24970112,10,59.92,1415.25
574146,88287,1/28/15,61497881,2,95.15,15842881,3,48.55,64196993,5,98.65,829.2
263408,69663,2/28/11,61442076,1,84.15,39967224,8,84.26,36570418,8,86.04,1446.55
274250,79604,12/16/17,10159662,5,68.02,86995648,1,79.83,81338355,2,43.99,507.91
273990,13614,3/17/21,74291829,3,51,45876532,3,77.59,77290560,2,80.12,546.01
989471,21286,12/13/14,97379185,8,27.74,65233894,5,65.98,15123272,4,75.29,852.98
114956,68344,10/19/00,44769245,5,71.68,46883687,3,32.92,71176799,4,24.52,555.24
423521,79604,11/18/15,22366276,6,66.04,76012579,7,54.08,83352125,4,90.3,1136
836915,70607,5/27/13,62997564,6,19.59,93025143,5,15.49,43879224,9,6.07,249.62
157659,30377,9/11/03,96813131,5,42.47,20142722,9,59.99,97120469,3,9.11,779.59
913162,48048,5/9/01,20674196,5,41.66,49059998,5,92.3,11317071,3,56.91,840.53
373977,46589,11/10/18,88912440,8,5.44,43804159,2,29.35,40784060,9,89.09,904.03
887292,90141,11/4/11,52483769,9,25.45,22717172,2,72.82,23765224,7,43.36,678.21
468890,62619,6/22/14,75713812,1,93.86,32116846,2,54,15614806,10,14.72,349.06
495698,32869,10/30/04,58056831,5,70.58,63094558,2,11.26,93473730,1,72.54,447.96
672487,91446,1/12/20,53407180,10,65.02,98814158,1,26.53,96274782,7,66.8,1144.33
615026,35538,5/9/19,70724697,7,72.21,27484389,5,53.26,98562675,3,63.98,963.71
879531,74625,12/11/03,97491845,1,96.89,82703300,2,66.01,35773856,10,87.09,1099.81
248349,45819,7/8/01,93660670,1,60.64,53506961,6,46.37,41525065,2,93.49,525.84
302301,48879,6/26/10,51769419,9,32.45,51877762,8,63.33,24469217,2,43.24,885.17
461434,65150,8/21/14,22488349,8,14.37,24951129,7,33.35,34246928,9,44.61,749.9
632750,42361,8/10/20,38175743,10,78.41,38988607,4,47.14,83554212,1,19.97,992.63
113970,77464,12/15/18,35019088,4,39.1,62488934,4,14.07,52414186,9,88.37,1008.01
749847,35735,3/19/17,62103649,4,17.36,67194999,10,62.24,47063976,6,57.58,1037.32
944189,75142,11/20/03,44718775,1,61.62,68338877,8,50.54,69140914,3,49.78,615.28
629010,82231,1/2/13,11197167,8,36.96,81793688,10,47.92,69523054,2,79.67,934.22
962073,44857,8/15/18,41368167,10,37.72,32313889,2,15.62,44749379,1,83.27,491.71
947507,44410,5/2/07,50056150,7,36.38,38666120,1,76.38,18619934,3,84.57,584.75
834424,45819,6/17/10,81588095,5,59.21,98970064,9,12.31,53122268,4,16.96,474.68
983207,43868,1/14/00,60129234,7,11.15,31525262,5,91.67,41496665,6,31.53,725.58
452201,34425,12/28/12,42869200,4,37.03,52428870,7,58.55,76495824,8,93.44,1305.49
802458,89071,3/22/03,31238541,2,93.56,33459126,9,90.05,96404254,8,92.55,1737.97
368022,37774,2/8/15,41378175,3,24.26,91207943,2,6.86,20611810,8,45.54,450.82
934997,66059,12/8/19,65330888,4,25.56,75245024,7,12.25,79538712,3,74.78,412.33
549004,48215,3/25/09,15585577,7,31.75,27168246,3,80.28,14093640,2,85.21,633.51
367366,50073,10/16/21,71572652,3,63.08,59449348,6,93.81,52335461,6,56.91,1093.56
575384,88740,6/28/13,29776793,9,97.26,79129953,3,90.01,24388648,3,42.34,1272.39
698014,12107,5/15/13,28712902,6,92.16,36239542,5,25.92,84661590,4,30.37,804.04
542419,65320,2/1/09,64223167,3,43.8,14187068,8,82.36,70883241,6,67.64,1196.12
627127,93377,6/10/10,94596364,1,94.48,37510667,4,31.16,15123415,4,71.63,505.64
578077,23743,3/5/13,45556636,7,25.36,88345959,5,45.3,22687370,5,84.97,828.87
473364,86098,8/12/05,13854508,5,65.91,25958567,8,49.81,67233762,5,18.29,819.48
269228,20488,6/21/08,69488578,8,95.64,41584334,3,13.97,67446729,4,34.61,945.47
904060,27205,4/21/15,81773406,6,50.2,33148324,5,99.17,21306598,5,80.96,1201.85
981328,20262,3/6/06,60681415,6,40,36729312,1,96.11,95861191,4,7.7,366.91
811430,40854,4/11/11,42796981,9,44.24,43444759,10,61.43,89313687,7,85.81,1613.13
516083,59088,6/15/01,76985441,7,36.09,88688912,5,33.34,90906905,6,89.23,954.71
450264,86732,5/4/08,30315171,3,27.8,32442562,3,16.04,22174505,1,25.65,157.17
799573,75223,7/30/13,65484569,9,92.61,92719490,4,66.62,20421174,2,95.17,1290.31
376861,10369,1/18/13,68064499,9,98.35,20646952,8,58.83,62901372,5,33.3,1522.29
188462,12701,8/11/19,84150742,10,90.35,,,,,,,903.5
824912,28855,9/13/21,92253567,7,30.79,76552931,7,57.95,80743738,2,41.18,703.54
762946,53130,2/22/07,25156428,2,60.67,98994733,1,30.93,85266524,3,80.74,394.49
794261,44024,4/30/01,45021573,2,40.29,56000402,7,46.06,83580641,2,69.42,541.84
357169,73224,1/26/13,68668369,5,82.8,10207057,5,27.03,50923721,9,36.12,874.23
204044,35688,1/6/14,64718466,1,62.97,90482257,4,47.52,28748450,4,31.61,379.49
241182,31529,8/9/08,78104792,6,93.77,66248022,9,24.95,70081026,8,12.56,887.65
303600,52682,4/11/12,12861843,9,12.31,84766116,1,82.84,42428119,3,69.37,401.74
630357,89948,1/17/14,76092623,3,76.72,71550213,10,5.21,,,,282.26
868296,19553,9/19/05,16391137,3,16.01,58114320,3,48.08,23391358,4,23.68,286.99
613362,16458,3/21/16,49359083,1,65.01,88294265,10,57.16,87932099,5,12.68,700.01
960039,98548,12/11/19,82811847,8,27.26,34526555,4,22.72,19536972,4,32.86,440.4
896388,36441,7/19/15,55718410,8,76.59,48508608,7,91.79,66629068,5,25.54,1382.95
177724,80291,4/15/21,36890866,6,32.23,12213520,10,60.35,49523773,6,66.1,1193.48
998832,42427,3/5/13,22382259,2,49.17,80757241,8,5,80348133,2,95.57,329.48
993544,48449,7/20/18,48942230,10,33.06,90808341,4,72.32,53661646,7,99.31,1315.05
260225,67142,10/16/08,22023860,3,51.46,85783279,10,90.35,87905886,7,70.05,1548.23
709161,19553,10/11/11,22653850,5,12.88,73566955,6,99.06,29794567,2,84.22,827.2
337289,69826,4/10/21,87475438,4,76.93,,,,,,,307.72
979313,20488,11/1/01,28738879,10,81.92,67312877,3,11.8,60363984,9,89.86,1663.34
723645,80291,6/10/06,40693180,9,25.57,44598053,6,62.6,34019573,6,31.47,794.55
876957,41514,7/9/19,93675434,9,98.14,94728809,3,86.8,94940228,7,88.78,1765.12
485455,29515,8/30/17,87569171,6,68.29,25860036,9,76.49,52872831,1,13.33,1111.48
978971,91393,7/15/18,13063861,9,42.51,20398888,1,16.28,,,,398.87
744106,74995,1/5/14,28693768,4,82.26,84671897,5,47.06,37246720,9,35.99,888.25
929298,39925,3/7/02,32141575,3,50.65,30198613,7,95.31,73965871,2,44.24,907.6
119409,68995,5/29/00,67374087,10,71.63,94101201,7,11.05,60438751,6,15.99,889.59
663337,19199,10/31/05,79012453,6,48.69,39683969,8,85.01,77434745,5,32.1,1132.72
198034,35146,4/23/08,10787668,8,83.25,39506099,5,82.57,17888224,6,62.42,1453.37
244310,70829,1/14/18,86840603,6,89.2,23511022,5,10.35,79548575,8,65.49,1110.87
573914,64549,8/7/00,39860060,10,14.42,22211142,7,31.64,53385248,1,73.04,438.72
759617,54868,10/31/21,17924201,3,49.47,18219406,9,47.8,22534439,3,27.04,659.73
620295,36402,12/20/00,26598650,4,15.13,95369126,9,17.57,51350948,7,68.87,700.74
655226,20262,12/5/08,78672144,1,50.15,24583392,2,13.94,25517639,6,98.74,670.47
932160,11808,8/29/05,31498492,2,12.38,41426152,8,28.57,45163439,9,37.97,595.05
250204,51329,11/23/04,47566796,9,90.45,65869591,4,38.33,34683229,8,85.54,1651.69
619903,54325,5/14/10,68946618,6,10.16,54279833,5,79.49,57307662,3,20.95,521.26
819651,10906,8/18/05,92876773,6,18.57,44618484,3,43.25,22423896,8,33.48,509.01
267856,58971,7/30/18,61905217,7,10.88,79375477,10,72.95,50341408,2,75.82,957.3
556549,39089,7/9/21,81507573,4,85.4,25628956,7,69.03,70189861,8,78.36,1451.69
867196,16277,4/3/11,37725840,7,45.09,76752647,10,32.67,29247143,4,64.52,900.41
